h,r,t,score,edge_betweenness_dir,edge_degree_centrality_dir,node_degree_avg_dir,h_in_degree,h_out_degree,t_in_degree,t_out_degree,edge_betweenness_undir,edge_degree_centrality_undir,node_degree_avg_undir
congenital_abnormality,manifestation_of,organ_or_tissue_function,0.8138113021850586,4.07200010185119,227,114.5,67,50,65,47,0.0,181,91.5
vitamin,disrupts,cell_function,0.6610840559005737,3.4036797337421056,187,94.5,39,37,64,49,0.0,145,73.5
genetic_function,result_of,mental_or_behavioral_dysfunction,0.8400327563285828,5.170131346035121,249,125.5,64,49,85,53,0.0,181,91.5
element_ion_or_isotope,isa,chemical,0.654620349407196,1.1290123456790124,87,44.5,10,34,27,18,0.0,86,44.0
cell,part_of,human,0.6988770961761475,1.8926563587750411,112,57.0,14,53,38,9,0.0,104,53.0
steroid,isa,lipid,0.040738917887210846,2.710848233880923,106,54.0,16,37,18,37,0.0,102,52.0
cell_function,affects,virus,0.7079088091850281,3.6740249437739214,169,85.5,64,49,34,24,0.0,132,67.0
bird,interacts_with,fish,0.4001874327659607,1.7,90,46.0,33,13,35,11,0.0,86,44.0
neoplastic_process,produces,biologically_active_substance,0.6188785433769226,10.68679587932715,213,107.5,80,60,37,38,0.0,160,81.0
biologically_active_substance,interacts_with,vitamin,0.5115591883659363,2.148466633350198,149,75.5,37,38,39,37,0.0,119,60.5
substance,causes,experimental_model_of_disease,0.5969982147216797,14.085880681150954,159,80.5,24,11,76,50,0.0,130,66.0
hormone,affects,physiologic_function,0.8497055768966675,3.3903729030280516,176,89.0,35,34,61,48,0.0,139,70.5
experimental_model_of_disease,manifestation_of,neoplastic_process,0.6971719264984131,2.9838550888582858,264,133.0,76,50,80,60,0.0,198,100.0
physiologic_function,result_of,disease_or_syndrome,0.6706434488296509,7.117706693752975,246,124.0,61,48,79,60,0.0,181,91.5
hormone,disrupts,mental_process,0.646638810634613,4.941487638957928,188,95.0,35,34,71,50,0.0,147,74.5
fully_formed_anatomical_structure,location_of,pathologic_function,0.676687479019165,10.196750759787212,195,98.5,18,41,77,61,0.0,153,77.5
laboratory_procedure,measures,organophosphorus_compound,0.7436110377311707,20.345474570388443,122,62.0,19,53,14,38,0.0,112,57.0
body_part_organ_or_organ_component,location_of,experimental_model_of_disease,0.8208324313163757,3.6575750628005244,192,97.0,15,53,76,50,0.0,155,78.5
enzyme,complicates,physiologic_function,0.710729718208313,3.605401434152206,185,93.5,41,37,61,48,0.0,142,72.0
clinical_attribute,property_of,fish,0.8305115699768066,2.8287808875888527,105,53.5,25,36,35,11,0.0,91,46.5
congenital_abnormality,result_of,molecular_function,0.8152838349342346,4.136485588602269,222,112.0,67,50,60,47,0.0,177,89.5
archaeon,interacts_with,organism,0.18389445543289185,1.0697115384615385,81,41.5,34,5,41,3,0.0,81,41.5
biologically_active_substance,associated_with,virus,0.3242870271205902,2.9956676809139804,131,66.5,37,38,34,24,0.0,106,54.0
inorganic_chemical,interacts_with,neuroreactive_substance_or_biogenic_amine,0.5319907665252686,2.894860654558231,122,62.0,13,36,35,40,0.0,104,53.0
body_space_or_junction,surrounds,cell,0.2344093918800354,5.810203737698811,99,50.5,5,29,14,53,0.0,90,46.0
organic_chemical,interacts_with,neuroreactive_substance_or_biogenic_amine,0.5408013463020325,2.8905117571419487,125,63.5,14,38,35,40,0.0,104,53.0
amino_acid_sequence,property_of,amino_acid_peptide_or_protein,0.07607942074537277,120.08621021683688,57,29.5,1,6,14,38,0.0,56,29.0
immunologic_factor,isa,chemical_viewed_functionally,0.34674233198165894,20.925030527443823,134,68.0,45,39,21,31,0.0,105,53.5
research_device,causes,pathologic_function,0.8194675445556641,17.501878317900744,158,80.0,10,12,77,61,0.0,121,61.5
gene_or_genome,part_of,archaeon,0.7892391085624695,2.074881648565859,98,50.0,11,50,34,5,0.0,92,47.0
clinical_attribute,result_of,phenomenon_or_process,0.42682284116744995,4.279761003032625,102,52.0,25,36,21,22,0.0,73,37.5
mental_or_behavioral_dysfunction,complicates,pathologic_function,0.7231928110122681,3.6848069599769024,274,138.0,85,53,77,61,0.0,196,99.0
mental_or_behavioral_dysfunction,occurs_in,injury_or_poisoning,0.3038336932659149,8.932013548992218,240,121.0,85,53,65,39,0.0,175,88.5
receptor,complicates,organism_function,0.7365437150001526,4.229600845142807,184,93.0,38,35,65,48,0.0,146,74.0
neoplastic_process,isa,pathologic_function,0.36030393838882446,1.730217391827299,276,139.0,80,60,77,61,0.0,202,102.0
laboratory_or_test_result,measurement_of,organ_or_tissue_function,0.5786542892456055,2.3681562976067623,157,79.5,0,47,65,47,0.0,130,66.0
lipid,isa,physical_object,0.7893676161766052,1.4317116204802764,110,56.0,18,37,56,1,0.0,108,55.0
physiologic_function,affects,rickettsia_or_chlamydia,0.6907841563224792,3.712393173970553,165,83.5,61,48,32,26,0.0,134,68.0
organism_function,process_of,invertebrate,0.781028687953949,5.490861259223287,155,78.5,65,48,28,16,0.0,127,64.5
hormone,issue_in,occupation_or_discipline,0.8654842972755432,2.2419064530230615,188,95.0,35,34,118,3,0.0,173,87.5
injury_or_poisoning,result_of,mental_or_behavioral_dysfunction,0.7588326334953308,2.4525751548320236,240,121.0,65,39,85,53,0.0,175,88.5
cell_component,part_of,rickettsia_or_chlamydia,0.8441614508628845,1.5959031502998398,120,61.0,12,52,32,26,0.0,105,53.5
laboratory_procedure,analyzes,enzyme,0.7389664053916931,6.209320570043584,148,75.0,19,53,41,37,0.0,121,61.5
sign_or_symptom,associated_with,experimental_model_of_disease,0.9186553955078125,5.66621096613653,153,77.5,4,25,76,50,0.0,124,63.0
acquired_abnormality,result_of,experimental_model_of_disease,0.7249317169189453,2.502347761938,242,122.0,68,50,76,50,0.0,195,98.5
diagnostic_procedure,uses,medical_device,0.7083513140678406,19.88150290402897,106,54.0,26,58,8,16,0.0,100,51.0
environmental_effect_of_humans,isa,human_caused_phenomenon_or_process,0.0408104807138443,1.5927063132945485,64,33.0,17,19,14,16,0.0,40,21.0
patient_or_disabled_group,uses,medical_device,0.5066544413566589,19.58049363344039,66,34.0,19,25,8,16,0.0,62,32.0
population_group,isa,entity,0.8105314373970032,1.6228118541461873,130,66.0,15,37,78,2,0.0,115,58.5
embryonic_structure,isa,physical_object,0.5757749080657959,1.1111111111111112,97,49.5,9,33,56,1,0.0,96,49.0
enzyme,interacts_with,chemical,0.44934409856796265,9.67260306591995,121,61.5,41,37,27,18,0.0,103,52.5
biologic_function,result_of,pathologic_function,0.5954943299293518,7.0081800796178175,240,121.0,59,45,77,61,0.0,179,90.5
diagnostic_procedure,assesses_effect_of,inorganic_chemical,0.7686579823493958,36.54344579513051,131,66.5,26,58,13,36,0.0,124,63.0
diagnostic_procedure,assesses_effect_of,immunologic_factor,0.8076415657997131,11.659313449440997,166,84.0,26,58,45,39,0.0,138,70.0
biologic_function,affects,disease_or_syndrome,0.6039366722106934,7.86815495302346,241,121.5,59,45,79,60,0.0,177,89.5
mental_or_behavioral_dysfunction,affects,behavior,0.05405702441930771,20.147610478259786,180,91.0,85,53,27,17,0.0,130,66.0
bacterium,location_of,enzyme,0.5212230682373047,9.365722487556988,127,64.5,29,22,41,37,0.0,103,52.5
neoplastic_process,result_of,genetic_function,0.7779079675674438,3.4565249931127577,251,126.5,80,60,64,49,0.0,187,94.5
research_activity,isa,activity,0.6129452586174011,1.6646825396825395,74,38.0,11,45,17,3,0.0,74,38.0
pathologic_function,process_of,molecular_function,0.9066182971000671,3.487570607155385,243,122.5,77,61,60,47,0.0,180,91.0
medical_device,causes,congenital_abnormality,0.8517202138900757,11.41322097271741,139,70.5,8,16,67,50,0.0,120,61.0
disease_or_syndrome,process_of,human,0.7458030581474304,6.207360708139521,184,93.0,79,60,38,9,0.0,142,72.0
mental_process,result_of,experimental_model_of_disease,0.6880048513412476,15.241233616105887,245,123.5,71,50,76,50,0.0,187,94.5
biologic_function,process_of,vertebrate,0.8147981762886047,4.113000909027796,152,77.0,59,45,37,13,0.0,123,62.5
injury_or_poisoning,disrupts,mental_process,0.6911091804504395,3.9717950091512697,223,112.5,65,39,71,50,0.0,170,86.0
cell_function,process_of,mental_process,0.6216467618942261,2.5176034613433655,232,117.0,64,49,71,50,0.0,175,88.5
invertebrate,exhibits,individual_behavior,0.5101815462112427,18.986039790480124,91,46.5,28,16,22,27,0.0,72,37.0
anatomical_abnormality,result_of,laboratory_procedure,0.36760908365249634,62.6715732474801,190,96.0,69,51,19,53,0.0,158,80.0
vitamin,causes,disease_or_syndrome,0.7489483952522278,8.078847588440105,213,107.5,39,37,79,60,0.0,159,80.5
element_ion_or_isotope,interacts_with,hormone,0.6712249517440796,2.459481368990144,111,56.5,10,34,35,34,0.0,98,50.0
injury_or_poisoning,result_of,social_behavior,0.3608956038951874,16.70775354304019,136,69.0,65,39,19,15,0.0,105,53.5
molecular_function,process_of,alga,0.6008293032646179,3.993038019418917,151,76.5,60,47,25,21,0.0,125,63.5
amino_acid_peptide_or_protein,interacts_with,indicator_reagent_or_diagnostic_aid,0.7358471751213074,3.4618239180884762,98,50.0,14,38,25,23,0.0,96,49.0
self_help_or_relief_organization,carries_out,laboratory_procedure,0.6117744445800781,21.377924081565027,90,46.0,2,18,19,53,0.0,80,41.0
enzyme,disrupts,organ_or_tissue_function,0.6175863742828369,3.8161232066405635,188,95.0,41,37,65,47,0.0,143,72.5
physiologic_function,affects,neoplastic_process,0.6949315071105957,6.210068015969783,247,124.5,61,48,80,60,0.0,185,93.5
laboratory_procedure,method_of,therapeutic_or_preventive_procedure,0.4894164204597473,5.696969696969697,126,64.0,19,53,28,28,0.0,108,55.0
mental_or_behavioral_dysfunction,result_of,congenital_abnormality,0.5386165380477905,5.200199211567185,253,127.5,85,53,67,50,0.0,193,97.5
plant,interacts_with,human,0.824530839920044,3.8487771799393764,89,45.5,24,20,38,9,0.0,87,44.5
cell_or_molecular_dysfunction,associated_with,experimental_model_of_disease,0.3905457854270935,1.8642680576504103,263,132.5,79,60,76,50,0.0,192,97.0
anatomical_structure,location_of,fungus,0.32111242413520813,21.965817588488605,80,41.0,10,18,27,27,0.0,76,39.0
steroid,causes,disease_or_syndrome,0.8816031217575073,8.500918215550913,190,96.0,16,37,79,60,0.0,148,75.0
hormone,associated_with,virus,0.4700048565864563,3.053943718601783,125,63.5,35,34,34,24,0.0,104,53.0
enzyme,affects,cell_function,0.8930249810218811,3.6436236401182263,189,95.5,41,37,64,49,0.0,143,72.5
plant,issue_in,occupation_or_discipline,0.8943696618080139,2.0810711665443873,163,82.5,24,20,118,3,0.0,160,81.0
organism_attribute,property_of,rickettsia_or_chlamydia,0.7496390342712402,4.69605514238766,112,57.0,21,35,32,26,0.0,98,50.0
age_group,interacts_with,patient_or_disabled_group,0.37357640266418457,4.436280297378695,81,41.5,15,24,19,25,0.0,75,38.5
biologic_function,result_of,human_caused_phenomenon_or_process,0.5356693267822266,6.257160148833256,132,67.0,59,45,14,16,0.0,98,50.0
virus,interacts_with,organism,0.7749648094177246,1.3750512711925755,100,51.0,34,24,41,3,0.0,91,46.5
cell_or_molecular_dysfunction,affects,archaeon,0.8225898146629333,6.911767267064756,176,89.0,79,60,34,5,0.0,134,68.0
fungus,interacts_with,animal,0.6057552695274353,1.9114563111467135,102,52.0,27,27,35,15,0.0,93,47.5
organism_function,isa,phenomenon_or_process,0.4864463210105896,4.708985935920802,154,78.0,65,48,21,22,0.0,112,57.0
anatomical_abnormality,result_of,diagnostic_procedure,0.4063497483730316,73.28182755299551,202,102.0,69,51,26,58,0.0,173,87.5
bacterium,location_of,hormone,0.3834616243839264,9.214501652219647,118,60.0,29,22,35,34,0.0,100,51.0
biologic_function,affects,organ_or_tissue_function,0.6510086059570312,1.6541024037517726,214,108.0,59,45,65,47,0.0,163,82.5
diagnostic_procedure,analyzes,eicosanoid,0.849086344242096,19.657152380527567,134,68.0,26,58,16,36,0.0,127,64.5
self_help_or_relief_organization,isa,entity,0.6947985291481018,1.0714285714285714,98,50.0,2,18,78,2,0.0,95,48.5
cell_component,adjacent_to,body_space_or_junction,0.4878624677658081,40.8432771454346,96,49.0,12,52,5,29,0.0,84,43.0
eicosanoid,affects,molecular_function,0.8151370286941528,3.0943715868278607,157,79.5,16,36,60,47,0.0,130,66.0
pharmacologic_substance,complicates,anatomical_abnormality,0.8055870532989502,6.048434663566698,176,89.0,14,44,69,51,0.0,152,77.0
bacterium,interacts_with,mammal,0.6455166935920715,1.4359808824850282,94,48.0,29,22,36,9,0.0,87,44.5
invertebrate,interacts_with,human,0.720282793045044,1.3178160919540232,89,45.5,28,16,38,9,0.0,84,43.0
organ_or_tissue_function,result_of,natural_phenomenon_or_process,0.6715962886810303,2.5310637556773563,174,88.0,65,47,43,21,0.0,129,65.5
congenital_abnormality,part_of,animal,0.6419997811317444,6.767121915298944,165,83.5,67,50,35,15,0.0,141,71.5
organ_or_tissue_function,produces,biologically_active_substance,0.6759663820266724,9.772171805999735,185,93.5,65,47,37,38,0.0,142,72.0
eicosanoid,issue_in,occupation_or_discipline,0.7310826182365417,2.2273664946322227,171,86.5,16,36,118,3,0.0,167,84.5
cell_function,process_of,neoplastic_process,0.7933170795440674,6.6405462839144205,251,126.5,64,49,80,60,0.0,186,94.0
laboratory_procedure,measures,neoplastic_process,0.5451393723487854,6.87058000980837,210,106.0,19,53,80,60,0.0,164,83.0
laboratory_procedure,method_of,biomedical_occupation_or_discipline,0.9146434664726257,1.1255318755318755,182,92.0,19,53,110,2,0.0,171,86.5
organophosphorus_compound,isa,chemical,0.6254584193229675,1.82773036275179,95,48.5,14,38,27,18,0.0,94,48.0
tissue,location_of,genetic_function,0.7989125847816467,1.7175261568005549,180,91.0,16,53,64,49,0.0,143,72.5
mental_process,process_of,animal,0.3588680922985077,13.714246274737736,169,85.5,71,50,35,15,0.0,135,68.5
nucleic_acid_nucleoside_or_nucleotide,affects,disease_or_syndrome,0.7400885820388794,8.017589643871013,189,95.5,10,42,79,60,0.0,148,75.0
element_ion_or_isotope,causes,injury_or_poisoning,0.719601571559906,6.9926133304650975,146,74.0,10,34,65,39,0.0,121,61.5
carbohydrate,causes,injury_or_poisoning,0.7661646604537964,7.278896305306012,154,78.0,14,38,65,39,0.0,129,65.5
antibiotic,prevents,experimental_model_of_disease,0.7153359055519104,4.747450286249768,178,90.0,15,39,76,50,0.0,148,75.0
congenital_abnormality,result_of,disease_or_syndrome,0.6676366329193115,3.7854350674437462,254,128.0,67,50,79,60,0.0,195,98.5
individual_behavior,associated_with,anatomical_abnormality,0.26149803400039673,24.363509646418454,167,84.5,22,27,69,51,0.0,128,65.0
pathologic_function,affects,organism_function,0.7582923769950867,3.4122274262436556,249,125.5,77,61,65,48,0.0,187,94.5
invertebrate,exhibits,behavior,0.7339896559715271,13.046823452768875,86,44.0,28,16,27,17,0.0,74,38.0
pathologic_function,result_of,environmental_effect_of_humans,0.47025519609451294,10.915976183674308,172,87.0,77,61,17,19,0.0,121,61.5
machine_activity,issue_in,biomedical_occupation_or_discipline,0.623542845249176,1.5,119,60.5,4,5,110,2,0.0,117,59.5
hormone,interacts_with,indicator_reagent_or_diagnostic_aid,0.555240273475647,6.961007407177536,115,58.5,35,34,25,23,0.0,102,52.0
sign_or_symptom,manifestation_of,experimental_model_of_disease,0.907051682472229,5.66621096613653,153,77.5,4,25,76,50,0.0,124,63.0
chemical_viewed_structurally,affects,mental_process,0.8477820158004761,4.547105244735885,172,87.0,13,40,71,50,0.0,136,69.0
mental_or_behavioral_dysfunction,affects,molecular_function,0.812676191329956,6.741980299181168,243,122.5,85,53,60,47,0.0,176,89.0
family_group,produces,manufactured_object,0.629237949848175,17.01006804077852,65,33.5,17,27,12,11,0.0,61,31.5
biologically_active_substance,complicates,injury_or_poisoning,0.758507251739502,6.947187881525832,177,89.5,37,38,65,39,0.0,137,69.5
disease_or_syndrome,result_of,organ_or_tissue_function,0.6744554042816162,3.956075213151699,249,125.5,79,60,65,47,0.0,182,92.0
population_group,interacts_with,patient_or_disabled_group,0.6537319421768188,2.435048285048285,94,48.0,15,37,19,25,0.0,77,39.5
experimental_model_of_disease,co-occurs_with,acquired_abnormality,0.7497206330299377,3.778510850500695,242,122.0,76,50,68,50,0.0,195,98.5
steroid,interacts_with,biologically_active_substance,0.6626874804496765,2.4502531139064176,126,64.0,16,37,37,38,0.0,108,55.0
cell_or_molecular_dysfunction,manifestation_of,experimental_model_of_disease,0.7702503800392151,1.8642680576504103,263,132.5,79,60,76,50,0.0,192,97.0
hormone,affects,cell_or_molecular_dysfunction,0.7651777863502502,7.855509871628812,206,104.0,35,34,79,60,0.0,152,77.0
genetic_function,process_of,experimental_model_of_disease,0.8621335029602051,3.970511441796403,237,119.5,64,49,76,50,0.0,181,91.5
laboratory_procedure,isa,event,0.9019126296043396,2.2304468368188255,101,51.5,19,53,30,1,0.0,92,47.0
patient_or_disabled_group,produces,intellectual_product,0.7317286729812622,17.814135234588015,58,30.0,19,25,11,5,0.0,54,28.0
diagnostic_procedure,analyzes,biologically_active_substance,0.8566329479217529,10.800972968501178,157,79.5,26,58,37,38,0.0,135,68.5
organ_or_tissue_function,result_of,organism_function,0.6935031414031982,2.0978310744167006,223,112.5,65,47,65,48,0.0,171,86.5
health_care_activity,associated_with,pathologic_function,0.798950731754303,13.101601483814736,174,88.0,17,21,77,61,0.0,131,66.5
acquired_abnormality,affects,organism,0.745252788066864,5.76913372587035,160,81.0,68,50,41,3,0.0,142,72.0
body_location_or_region,isa,conceptual_entity,0.5593037605285645,1.343859649122807,52,27.0,1,22,28,3,0.0,50,26.0
acquired_abnormality,result_of,behavior,0.5459088087081909,17.61992036002302,160,81.0,68,50,27,17,0.0,133,67.5
cell_or_molecular_dysfunction,issue_in,occupation_or_discipline,0.885033130645752,1.586882554021843,258,130.0,79,60,118,3,0.0,213,107.5
congenital_abnormality,result_of,health_care_activity,0.4239843785762787,13.295240658536747,153,77.5,67,50,17,21,0.0,128,65.0
immunologic_factor,complicates,anatomical_abnormality,0.7779198884963989,8.163775189868712,202,102.0,45,39,69,51,0.0,157,79.5
organism_attribute,manifestation_of,genetic_function,0.7011216878890991,6.46617315855887,167,84.5,21,35,64,49,0.0,132,67.0
steroid,interacts_with,chemical,0.7794946432113647,1.9175784446627429,96,49.0,16,37,27,18,0.0,94,48.0
experimental_model_of_disease,complicates,congenital_abnormality,0.8669161200523376,4.04776351206584,241,121.5,76,50,67,50,0.0,193,97.5
experimental_model_of_disease,precedes,disease_or_syndrome,0.5644634366035461,3.92593932760678,263,132.5,76,50,79,60,0.0,194,98.0
